2022-05-01 00:00:00;17.4;100;854.9;1
2022-05-01 01:00:00;19.4;100;855.7;1
2022-05-01 02:00:00;20.5;93;856.4;1
2022-05-01 03:00:00;21.9;91;856.3;1
2022-05-01 04:00:00;23;84;856;1
2022-05-01 05:00:00;22.8;77;857.7;1
2022-05-01 06:00:00;19.3;100;855;1
2022-05-01 07:00:00;19.5;100;854;1
2022-05-01 08:00:00;20.4;92;853.3;1
2022-05-01 09:00:00;20.6;94;852.7;1
2022-05-01 23:00:00;16.6;100;856;1
2022-05-02 00:00:00;17.6;100;855;1
2022-05-02 01:00:00;18.1;100;855.5;1
2022-05-02 02:00:00;18.5;100;856.2;1
2022-05-02 03:00:00;20.2;100;856.2;1
2022-05-02 04:00:00;22.2;80;858.1;1
2022-05-02 05:00:00;22.9;81;857.1;1
2022-05-02 06:00:00;22.1;91;854.7;1
2022-05-02 07:00:00;23.3;82;855.5;1
2022-05-02 08:00:00;21.6;86;855.5;1
2022-05-02 09:00:00;20.6;95;852.8;1
2022-05-02 23:00:00;17.3;100;856.9;1
2022-05-03 00:00:00;17.4;100;856.8;1
2022-05-03 01:00:00;18;100;857;1
2022-05-03 02:00:00;19.5;89;859.7;1
2022-05-03 03:00:00;21.4;91;857.2;1
2022-05-03 04:00:00;22.9;81;857.2;1
2022-05-03 05:00:00;22.1;87;856.7;1
2022-05-03 06:00:00;22.1;85;856;1
2022-05-03 07:00:00;21.1;94;855.2;1
2022-05-03 08:00:00;22.7;86;854.4;1
2022-05-03 09:00:00;22.7;82;854.1;1
2022-05-03 23:00:00;16.4;100;857.8;1
2022-05-04 00:00:00;16.1;100;855.9;1
2022-05-04 01:00:00;18.7;96;856.6;1
2022-05-04 02:00:00;21;87;856.9;1
2022-05-04 03:00:00;21.4;89;856.9;1
2022-05-04 04:00:00;23.3;77;856.6;1
2022-05-04 05:00:00;24.3;72;856.4;1
2022-05-04 06:00:00;25.5;68;855.7;1
2022-05-04 07:00:00;26.8;63;855.2;1
2022-05-04 08:00:00;24.6;73;854.6;1
2022-05-04 09:00:00;23.6;73;854.6;1
2022-05-04 23:00:00;16.9;100;857.1;1
2022-05-05 00:00:00;17;100;855.4;1
2022-05-05 01:00:00;18;100;855.8;1
2022-05-05 02:00:00;18;100;856;1
2022-05-05 03:00:00;19.9;100;855.8;1
2022-05-05 04:00:00;21.8;91;855.5;1
2022-05-05 05:00:00;21.4;94;855.2;1
2022-05-05 06:00:00;23.1;87;854.9;1
2022-05-05 07:00:00;19.7;100;854.5;1
2022-05-05 08:00:00;19.6;100;853.4;1
2022-05-05 09:00:00;20.4;93;852.7;1
2022-05-05 23:00:00;17.7;100;856;1
2022-05-06 00:00:00;18;100;855.4;1
2022-05-06 01:00:00;18.3;100;854.4;1
2022-05-06 02:00:00;19.4;100;854.9;1
2022-05-06 03:00:00;21.1;94;855.1;1
2022-05-06 04:00:00;22.3;82;854.9;1
2022-05-06 05:00:00;23.1;76;854.8;1
2022-05-06 06:00:00;21.3;91;854.5;1
2022-05-06 07:00:00;20.9;97;853.4;1
2022-05-06 08:00:00;22.2;90;852.8;1
2022-05-06 09:00:00;22;86;852.5;1
2022-05-06 23:00:00;17.4;100;856;1
2022-05-07 00:00:00;18;100;854.8;1
2022-05-07 01:00:00;17.8;100;855;1
2022-05-07 02:00:00;18.1;100;855.4;1
2022-05-07 03:00:00;20.3;98;855.4;1
2022-05-07 04:00:00;22.2;95;855;1
2022-05-07 05:00:00;23.9;81;854.2;1
2022-05-07 06:00:00;24.8;74;853.6;1
2022-05-07 07:00:00;24.9;71;852.8;1
2022-05-07 08:00:00;23.1;84;852.6;1
2022-05-07 09:00:00;23.3;81;852.4;1
2022-05-07 23:00:00;17.6;100;855.8;1
2022-05-08 00:00:00;18;100;854;1
2022-05-08 01:00:00;18;100;854.9;1
2022-05-08 02:00:00;19.4;99;854.9;1
2022-05-08 03:00:00;20.5;96;854.6;1
2022-05-08 04:00:00;22.4;86;854.6;1
2022-05-08 05:00:00;22.4;85;854.2;1
2022-05-08 06:00:00;22.7;84;854;1
2022-05-08 07:00:00;23.4;81;853.1;1
2022-05-08 08:00:00;23;84;852.7;1
2022-05-08 09:00:00;21.1;100;852.7;1
2022-05-08 23:00:00;16.8;100;856;1
2022-05-09 00:00:00;17.4;100;854.5;1
2022-05-09 01:00:00;18;100;854.9;1
2022-05-09 02:00:00;20;100;855.8;1
2022-05-09 03:00:00;21.4;93;856.1;1
2022-05-09 04:00:00;22.2;87;855.9;1
2022-05-09 05:00:00;24;80;855.6;1
2022-05-09 06:00:00;23.9;79;855.2;1
2022-05-09 07:00:00;25.2;76;854.3;1
2022-05-09 08:00:00;24.2;75;853.4;1
2022-05-09 09:00:00;21.7;96;852.8;1
2022-05-09 23:00:00;18.1;100;856.5;1
2022-05-10 00:00:00;18.9;100;855.5;1
2022-05-10 01:00:00;19.4;99;858.4;1
2022-05-10 02:00:00;19.4;100;856.9;1
2022-05-10 03:00:00;20.3;100;856.8;1
2022-05-10 04:00:00;23;90;856.6;1
2022-05-10 05:00:00;24.7;79;855.9;1
2022-05-10 06:00:00;25.2;74;855.2;1
2022-05-10 07:00:00;25.3;75;854.7;1
2022-05-10 08:00:00;24.9;76;853.8;1
2022-05-10 09:00:00;25.4;71;853.4;1
2022-05-10 23:00:00;17.9;100;857.9;1
2022-05-11 00:00:00;18;100;856.2;1
2022-05-11 01:00:00;19.3;100;857.5;1
2022-05-11 02:00:00;20.6;95;857.5;1
2022-05-11 03:00:00;23.2;79;857.5;1
2022-05-11 04:00:00;19.8;100;857.9;1
2022-05-11 05:00:00;18.4;100;857.2;1
2022-05-11 06:00:00;21.9;87;856.6;1
2022-05-11 07:00:00;22.7;76;855.1;1
2022-05-11 08:00:00;21;85;855;1
2022-05-11 09:00:00;21;81;855;1
2022-05-11 23:00:00;16.5;96;859.1;1
2022-05-12 00:00:00;18.9;100;855.5;1
2022-05-12 01:00:00;19.5;93;857.6;1
2022-05-12 02:00:00;20.5;87;857.9;1
2022-05-12 03:00:00;22.8;80;858.4;1
2022-05-12 04:00:00;21.4;85;858.2;1
2022-05-12 05:00:00;23.6;77;857.6;1
2022-05-12 06:00:00;25;66;857;1
2022-05-12 07:00:00;26.2;60;855.7;1
2022-05-12 08:00:00;25.1;69;855;1
2022-05-12 09:00:00;24;72;854.4;1
2022-05-12 23:00:00;16.9;77;857.6;1
2022-05-13 00:00:00;15;80;856.6;1
2022-05-13 01:00:00;20.9;68;856.7;1
2022-05-13 02:00:00;22;68;857.1;1
2022-05-13 03:00:00;24.3;61;857.4;1
2022-05-13 04:00:00;25.5;60;857.2;1
2022-05-13 05:00:00;25.7;59;857.2;1
2022-05-13 06:00:00;26.3;59;856.7;1
2022-05-13 07:00:00;26.6;56;855.9;1
2022-05-13 08:00:00;26.7;55;855.2;1
2022-05-13 09:00:00;26.2;60;854.7;1
2022-05-13 23:00:00;21.2;100;857.9;1
2022-05-14 00:00:00;17.4;100;856.6;1
2022-05-14 01:00:00;21;91;857.3;1
2022-05-14 02:00:00;21.8;89;857.7;1
2022-05-14 03:00:00;23.3;81;858;1
2022-05-14 04:00:00;23.9;75;859.8;1
2022-05-14 05:00:00;24.6;73;859.3;1
2022-05-14 06:00:00;25.1;69;858.9;1
2022-05-14 07:00:00;26.1;63;858;1
2022-05-14 08:00:00;25.6;70;857.2;1
2022-05-14 09:00:00;25.9;73;854.9;1
2022-05-14 23:00:00;18.8;100;859.3;1
2022-05-15 00:00:00;19.1;100;858.5;1
2022-05-15 01:00:00;19.2;98;861.2;1
2022-05-15 02:00:00;21.4;86;861.6;1
2022-05-15 03:00:00;22.9;84;859.7;1
2022-05-15 04:00:00;23.9;84;859.4;1
2022-05-15 05:00:00;23.9;77;858.4;1
2022-05-15 06:00:00;23.7;80;857.5;1
2022-05-15 07:00:00;25.1;69;856.6;1
2022-05-15 08:00:00;24.1;83;855.6;1
2022-05-15 09:00:00;22.1;91;856;1
2022-05-15 23:00:00;18.5;96;858.6;1
2022-05-16 00:00:00;16.8;100;857.8;1
2022-05-16 01:00:00;17.7;99;858.7;1
2022-05-16 02:00:00;19.1;94;859.4;1
2022-05-16 03:00:00;19.9;92;859.8;1
2022-05-16 04:00:00;21.4;86;859.7;1
2022-05-16 05:00:00;22.5;76;859.2;1
2022-05-16 06:00:00;22.1;81;858.7;1
2022-05-16 07:00:00;23.6;68;857.8;1
